JPT_KOD_JE_2212.geojson;woj_pomorskie-pow_slupski-JPT_KOD_JE_2212.geojson
JPT_KOD_JE_2213.geojson;woj_pomorskie-pow_starogardzki-JPT_KOD_JE_2213.geojson
JPT_KOD_JE_2214.geojson;woj_pomorskie-pow_tczewski-JPT_KOD_JE_2214.geojson
JPT_KOD_JE_2215.geojson;woj_pomorskie-pow_wejherowski-JPT_KOD_JE_2215.geojson
JPT_KOD_JE_2216.geojson;woj_pomorskie-pow_sztumski-JPT_KOD_JE_2216.geojson
JPT_KOD_JE_2261.geojson;woj_pomorskie-pow_Gdansk-JPT_KOD_JE_2261.geojson
JPT_KOD_JE_2262.geojson;woj_pomorskie-pow_Gdynia-JPT_KOD_JE_2262.geojson
JPT_KOD_JE_2263.geojson;woj_pomorskie-pow_Slupsk-JPT_KOD_JE_2263.geojson
JPT_KOD_JE_2264.geojson;woj_pomorskie-pow_Sopot-JPT_KOD_JE_2264.geojson
JPT_KOD_JE_2401.geojson;woj_slaskie-pow_bedzinski-JPT_KOD_JE_2401.geojson
JPT_KOD_JE_2402.geojson;woj_slaskie-pow_bielski-JPT_KOD_JE_2402.geojson
JPT_KOD_JE_2403.geojson;woj_slaskie-pow_cieszynski-JPT_KOD_JE_2403.geojson
